42,yahoo.com,DigiCert Inc,176,EC,256,none,b'sha256WithRSAEncryption'
43,digicert.com,DigiCert Inc,298,RSA,2048,65537,b'sha256WithRSAEncryption'
45,mail.ru,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
46,pinterest.com,DigiCert Inc,373,RSA,2048,65537,b'sha256WithRSAEncryption'
47,github.com,DigiCert Inc,394,EC,256,none,b'ecdsa-with-SHA384'
48,ui.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
49,tiktokv.com,DigiCert Inc,396,EC,256,none,b'ecdsa-with-SHA256'
51,sharepoint.com,Microsoft Corporation,360,RSA,2048,65537,b'sha384WithRSAEncryption'
54,adobe.com,DigiCert Inc,365,EC,256,none,b'sha256WithRSAEncryption'
55,googlesyndication.com,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
56,goo.gl,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
58,spotify.com,DigiCert Inc,365,RSA,2048,65537,b'sha256WithRSAEncryption'
59,wordpress.com,Sectigo Limited,396,EC,256,none,b'ecdsa-with-SHA256'
60,vimeo.com,"Cloudflare, Inc.",364,EC,256,none,b'ecdsa-with-SHA256'
61,google-analytics.com,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
62,gandi.net,Sectigo Limited,373,RSA,2048,65537,b'sha256WithRSAEncryption'
66,zoom.us,DigiCert Inc,382,RSA,2048,65537,b'sha256WithRSAEncryption'
67,msn.com,Microsoft Corporation,321,RSA,2048,65537,b'sha384WithRSAEncryption'
68,bit.ly,DigiCert Inc,369,RSA,2048,65537,b'sha256WithRSAEncryption'
69,skype.com,Microsoft Corporation,360,RSA,2048,65537,b'sha384WithRSAEncryption'
72,office365.com,Microsoft Corporation,360,RSA,2048,65537,b'sha384WithRSAEncryption'
73,whatsapp.net,DigiCert Inc,90,EC,256,none,b'sha256WithRSAEncryption'
74,yandex.net,GlobalSign nv-sa,181,EC,256,none,b'ecdsa-with-SHA384'
75,cloudflare.net,"Cloudflare, Inc.",365,EC,256,none,b'ecdsa-with-SHA256'
76,whatsapp.com,DigiCert Inc,90,EC,256,none,b'sha256WithRSAEncryption'
77,mozilla.org,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
78,qq.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
79,ntp.org,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
80,tiktok.com,"DigiCert, Inc.",396,RSA,2048,65537,b'sha256WithRSAEncryption'
82,roblox.com,Sectigo Limited,365,RSA,2048,65537,b'sha256WithRSAEncryption'
83,app-measurement.com,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
84,blogspot.com,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
85,intuit.com,DigiCert Inc,365,RSA,2048,65537,b'sha256WithRSAEncryption'
86,cloudflare-dns.com,DigiCert Inc,388,EC,256,none,b'sha256WithRSAEncryption'
87,googledomains.com,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
89,outlook.com,DigiCert Inc,365,RSA,2048,65537,b'sha256WithRSAEncryption'
90,reddit.com,DigiCert Inc,180,RSA,2048,65537,b'sha256WithRSAEncryption'
93,snapchat.com,DigiCert Inc,365,RSA,2048,65537,b'sha256WithRSAEncryption'
94,yandex.ru,GlobalSign nv-sa,181,EC,256,none,b'ecdsa-with-SHA384'
95,opera.com,DigiCert Inc,370,EC,256,none,b'ecdsa-with-SHA384'
97,europa.eu,GlobalSign nv-sa,346,RSA,2048,65537,b'sha256WithRSAEncryption'
99,epicgames.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
100,pki.goog,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
101,nic.ru,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
102,baidu.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
104,dropbox.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
106,tumblr.com,Sectigo Limited,396,EC,256,none,b'ecdsa-with-SHA256'
109,nih.gov,"GoDaddy.com, Inc.",395,RSA,2048,65537,b'sha256WithRSAEncryption'
110,criteo.com,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
115,gravatar.com,Sectigo Limited,396,EC,256,none,b'ecdsa-with-SHA256'
117,lencr.org,Let's Encrypt,89,EC,256,none,b'sha256WithRSAEncryption'
118,flickr.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
120,nytimes.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
121,github.io,DigiCert Inc,393,RSA,2048,65537,b'sha256WithRSAEncryption'
122,windows.com,Microsoft Corporation,360,RSA,2048,65537,b'sha384WithRSAEncryption'
123,health.mil,DigiCert Inc,373,RSA,2048,65537,b'sha256WithRSAEncryption'
129,sentry.io,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
130,webex.com,IdenTrust,364,RSA,2048,65537,b'sha256WithRSAEncryption'
131,t.me,"GoDaddy.com, Inc.",397,RSA,2048,65537,b'sha256WithRSAEncryption'
132,unity3d.com,DigiCert Inc,367,RSA,2048,65537,b'sha256WithRSAEncryption'
136,googleadservices.com,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
137,samsung.com,Sectigo Limited,396,RSA,2048,65537,b'sha256WithRSAEncryption'
142,wa.me,DigiCert Inc,90,EC,256,none,b'sha256WithRSAEncryption'
143,zemanta.com,DigiCert Inc,369,EC,256,none,b'sha256WithRSAEncryption'
144,sberdevices.ru,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
145,forms.gle,Google Trust Services LLC,90,RSA,2048,65537,b'sha256WithRSAEncryption'
147,paypal.com,DigiCert Inc,196,RSA,2048,65537,b'sha256WithRSAEncryption'
148,apache.org,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
149,casalemedia.com,"Cloudflare, Inc.",365,EC,256,none,b'ecdsa-with-SHA256'
152,amazonvideo.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
153,cnn.com,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
154,facebook-hardware.com,DigiCert Inc,90,RSA,2048,65537,b'sha256WithRSAEncryption'
156,meraki.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
158,soundcloud.com,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
161,archive.org,"GoDaddy.com, Inc.",397,RSA,2048,65537,b'sha256WithRSAEncryption'
165,t.co,DigiCert Inc,364,RSA,2048,65537,b'sha256WithRSAEncryption'
166,mozilla.com,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
167,salesforceliveagent.com,DigiCert Inc,364,RSA,4096,65537,b'sha256WithRSAEncryption'
168,medium.com,"Cloudflare, Inc.",90,EC,256,none,b'ecdsa-with-SHA256'
169,vk.com,GlobalSign nv-sa,340,EC,256,none,b'sha256WithRSAEncryption'
170,theguardian.com,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
171,salesforce.com,DigiCert Inc,364,RSA,2048,65537,b'sha256WithRSAEncryption'
172,gmail.com,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
173,w3.org,"Cloudflare, Inc.",340,EC,256,none,b'ecdsa-with-SHA256'
174,appsflyer.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
175,pubmatic.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
177,applovin.com,"Cloudflare, Inc.",364,EC,256,none,b'ecdsa-with-SHA256'
178,forbes.com,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
182,taboola.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
183,ebay.com,Sectigo Limited,365,RSA,2048,65537,b'sha256WithRSAEncryption'
184,bbc.co.uk,GlobalSign nv-sa,347,RSA,2048,65537,b'sha256WithRSAEncryption'
186,dns.google,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
188,rambler.ru,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
190,googleblog.com,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
191,adobe.io,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
193,mzstatic.com,Apple Inc.,90,RSA,2048,65537,b'sha256WithRSAEncryption'
194,bbc.com,GlobalSign nv-sa,347,RSA,2048,65537,b'sha256WithRSAEncryption'
195,xiaomi.com,"DigiCert, Inc.",391,RSA,2048,65537,b'sha256WithRSAEncryption'
196,creativecommons.org,"Cloudflare, Inc.",365,EC,256,none,b'ecdsa-with-SHA256'
198,myfritz.net,DigiCert Inc,367,RSA,2048,65537,b'sha256WithRSAEncryption'
199,sourceforge.net,"Cloudflare, Inc.",90,EC,256,none,b'ecdsa-with-SHA256'
200,smartadserver.com,Google Trust Services LLC,90,RSA,2048,65537,b'sha256WithRSAEncryption'
201,kaspersky.com,DigiCert Inc,365,RSA,2048,65537,b'sha256WithRSAEncryption'
202,sciencedirect.com,"Cloudflare, Inc.",365,EC,256,none,b'ecdsa-with-SHA256'
204,discord.com,"Cloudflare, Inc.",365,EC,256,none,b'ecdsa-with-SHA256'
207,imdb.com,Amazon,335,RSA,2048,65537,b'sha256WithRSAEncryption'
209,hp.com,DigiCert Inc,365,RSA,2048,65537,b'sha256WithRSAEncryption'
210,miui.com,"DigiCert, Inc.",396,RSA,2048,65537,b'sha256WithRSAEncryption'
211,mit.edu,DigiCert Inc,366,RSA,2048,65537,b'sha256WithRSAEncryption'
212,shopify.com,Let's Encrypt,89,EC,256,none,b'ecdsa-with-SHA384'
213,nginx.org,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
214,userapi.com,GlobalSign nv-sa,339,EC,256,none,b'sha256WithRSAEncryption'
216,twitch.tv,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
217,slack.com,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
218,comfortel.pro,Let's Encrypt,89,EC,256,none,b'sha256WithRSAEncryption'
221,who.int,"Cloudflare, Inc.",364,EC,256,none,b'ecdsa-with-SHA256'
222,ubuntu.com,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
226,openx.net,DigiCert Inc,366,RSA,2048,65537,b'sha256WithRSAEncryption'
227,washingtonpost.com,"Entrust, Inc.",396,RSA,2048,65537,b'sha256WithRSAEncryption'
229,nginx.com,Let's Encrypt,89,EC,256,none,b'sha256WithRSAEncryption'
230,ampproject.org,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
231,doubleverify.com,Let's Encrypt,89,EC,256,none,b'sha256WithRSAEncryption'
232,adsrvr.org,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
234,go.com,"Entrust, Inc.",167,RSA,2048,65537,b'sha256WithRSAEncryption'
235,amazon.co.uk,DigiCert Inc,251,RSA,2048,65537,b'sha256WithRSAEncryption'
236,researchgate.net,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
237,issuu.com,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
238,wikimedia.org,Let's Encrypt,89,EC,256,none,b'sha256WithRSAEncryption'
241,b-cdn.net,Sectigo Limited,372,RSA,2048,65537,b'sha256WithRSAEncryption'
242,t-mobile.com,"Entrust, Inc.",366,RSA,2048,65537,b'sha256WithRSAEncryption'
243,launchdarkly.com,Let's Encrypt,89,EC,256,none,b'sha256WithRSAEncryption'
245,aliyuncs.com,GlobalSign nv-sa,161,RSA,2048,65537,b'sha256WithRSAEncryption'
246,android.com,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
247,mcafee.com,"McAfee, Inc.",365,RSA,2048,65537,b'sha256WithRSAEncryption'
248,aol.com,DigiCert Inc,176,EC,256,none,b'sha256WithRSAEncryption'
249,hubspot.com,Google Trust Services LLC,89,RSA,2048,65537,b'sha256WithRSAEncryption'
250,wp.com,Sectigo Limited,396,EC,256,none,b'ecdsa-with-SHA256'
251,cdc.gov,"Entrust, Inc.",365,RSA,2048,65537,b'sha256WithRSAEncryption'
252,hipages.com.au,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
253,dailymail.co.uk,DigiCert Inc,366,EC,256,none,b'sha256WithRSAEncryption'
254,tinyurl.com,Google Trust Services LLC,89,RSA,2048,65537,b'sha256WithRSAEncryption'
257,opendns.com,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
259,dnsmadeeasy.com,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
263,booking.com,DigiCert Inc,341,RSA,2048,65537,b'sha256WithRSAEncryption'
264,weebly.com,DigiCert Inc,376,RSA,2048,65537,b'sha256WithRSAEncryption'
265,reuters.com,COMODO CA Limited,365,RSA,2048,65537,b'sha256WithRSAEncryption'
266,appcenter.ms,"DigiCert, Inc.",183,RSA,2048,65537,b'sha256WithRSAEncryption'
268,harvard.edu,Certainly,29,RSA,2048,65537,b'sha256WithRSAEncryption'
269,oracle.com,DigiCert Inc,94,RSA,2048,65537,b'sha256WithRSAEncryption'
270,doi.org,Let's Encrypt,89,EC,256,none,b'ecdsa-with-SHA384'
271,360yield.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
272,slideshare.net,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
273,canva.com,Google Trust Services LLC,89,RSA,2048,65537,b'sha256WithRSAEncryption'
275,sharethrough.com,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
276,3lift.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
278,espn.com,"Entrust, Inc.",365,RSA,2048,65537,b'sha256WithRSAEncryption'
279,force.com,DigiCert Inc,364,RSA,2048,65537,b'sha256WithRSAEncryption'
281,www.gov.uk,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
282,ibm.com,DigiCert Inc,366,EC,256,none,b'sha256WithRSAEncryption'
283,adriver.ru,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
285,roku.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
286,teamviewer.com,Sectigo Limited,396,RSA,2048,65537,b'sha256WithRSAEncryption'
287,nist.gov,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
288,media.net,Sectigo Limited,388,RSA,2048,65537,b'sha256WithRSAEncryption'
289,google.de,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
290,vungle.com,"Cloudflare, Inc.",365,EC,256,none,b'ecdsa-with-SHA256'
291,weibo.com,DigiCert Inc,376,EC,256,none,b'sha256WithRSAEncryption'
292,wildberries.ru,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
293,google.co.uk,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
294,grammarly.com,Amazon,395,RSA,2048,65537,b'sha256WithRSAEncryption'
295,indeed.com,Let's Encrypt,89,EC,256,none,b'ecdsa-with-SHA384'
296,bloomberg.com,DigiCert Inc,395,RSA,2048,65537,b'sha256WithRSAEncryption'
297,etsy.com,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
299,crashlytics.com,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
302,steampowered.com,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
303,dailymotion.com,ZeroSSL,90,RSA,2048,65537,b'sha384WithRSAEncryption'
304,wsj.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
305,wiley.com,DigiCert Inc,372,RSA,2048,65537,b'sha256WithRSAEncryption'
307,reg.ru,GlobalSign nv-sa,396,RSA,4096,65537,b'sha256WithRSAEncryption'
309,google.com.br,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
312,nature.com,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
315,dell.com,"Entrust, Inc.",388,RSA,2048,65537,b'sha256WithRSAEncryption'
316,php.net,Let's Encrypt,89,EC,256,none,b'sha256WithRSAEncryption'
318,criteo.net,DigiCert Inc,86,EC,256,none,b'sha256WithRSAEncryption'
319,weather.com,DigiCert Inc,365,EC,256,none,b'sha256WithRSAEncryption'
321,stripe.com,DigiCert Inc,87,RSA,2048,65537,b'sha256WithRSAEncryption'
322,branch.io,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
391,time.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
393,telegraph.co.uk,Amazon,393,RSA,2048,65537,b'sha256WithRSAEncryption'
395,ups.com,COMODO CA Limited,365,RSA,2048,65537,b'sha256WithRSAEncryption'
396,linktr.ee,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
398,taobao.com,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
399,goodreads.com,Amazon,355,RSA,2048,65537,b'sha256WithRSAEncryption'
401,walmart.com,GlobalSign nv-sa,396,EC,256,none,b'ecdsa-with-SHA384'
404,hugedomains.com,"Cloudflare, Inc.",365,EC,256,none,b'ecdsa-with-SHA256'
405,netangels.ru,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
406,forter.com,"Cloudflare, Inc.",364,EC,256,none,b'ecdsa-with-SHA256'
408,tradingview.com,Amazon,395,RSA,2048,65537,b'sha256WithRSAEncryption'
409,staples.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
410,g.page,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
413,statista.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
414,amazon.de,DigiCert Inc,251,RSA,2048,65537,b'sha256WithRSAEncryption'
415,blogger.com,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
417,badoo.com,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
418,addtoany.com,"Cloudflare, Inc.",365,EC,256,none,b'ecdsa-with-SHA256'
419,independent.co.uk,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
420,hotjar.com,Amazon,393,RSA,2048,65537,b'sha256WithRSAEncryption'
422,wired.com,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
423,duckduckgo.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
424,pixabay.com,"Cloudflare, Inc.",365,EC,256,none,b'ecdsa-with-SHA256'
425,verkada.com,Amazon,395,RSA,2048,65537,b'sha256WithRSAEncryption'
427,shipt.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
429,nvidia.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
430,myshopify.com,"Cloudflare, Inc.",364,EC,256,none,b'ecdsa-with-SHA256'
431,scribd.com,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
432,bilibili.com,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
434,healthline.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
435,surveymonkey.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
438,hostgator.com,Google Trust Services LLC,89,RSA,2048,65537,b'sha256WithRSAEncryption'
439,duckdns.org,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
441,ngenix.net,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
442,creativecdn.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
443,amzn.to,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
444,ozon.ru,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
445,cnet.com,Google Trust Services LLC,90,RSA,2048,65537,b'sha256WithRSAEncryption'
446,speedtest.net,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
447,avast.com,DigiCert Inc,358,RSA,2048,65537,b'sha256WithRSAEncryption'
449,naver.com,DigiCert Inc,381,RSA,2048,65537,b'sha256WithRSAEncryption'
452,ok.ru,GlobalSign nv-sa,364,RSA,2048,65537,b'sha256WithRSAEncryption'
453,imgur.com,Sectigo Limited,365,RSA,2048,65537,b'sha256WithRSAEncryption'
454,zendesk.com,DigiCert Inc,365,RSA,2048,65537,b'sha256WithRSAEncryption'
457,dzen.ru,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
458,uber.com,DigiCert Inc,364,RSA,2048,65537,b'sha256WithRSAEncryption'
460,mayoclinic.org,Sectigo Limited,365,RSA,2048,65537,b'sha256WithRSAEncryption'
461,mikrotik.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
462,bitrix24.ru,"GoDaddy.com, Inc.",397,RSA,2048,65537,b'sha256WithRSAEncryption'
463,ted.com,Amazon,395,RSA,2048,65537,b'sha256WithRSAEncryption'
464,verisign.com,DigiCert Inc,368,RSA,2048,65537,b'sha256WithRSAEncryption'
466,ft.com,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
467,adtelligent.com,Sectigo Limited,395,RSA,2048,65537,b'sha256WithRSAEncryption'
468,behance.net,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
469,indiatimes.com,DigiCert Inc,367,EC,256,none,b'sha256WithRSAEncryption'
470,xhamster.com,Let's Encrypt,89,EC,256,none,b'ecdsa-with-SHA384'
471,alibaba.com,GlobalSign nv-sa,396,EC,256,none,b'sha256WithRSAEncryption'
473,example.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
474,amazontrust.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
475,cloudflareclient.com,"Cloudflare, Inc.",365,EC,256,none,b'ecdsa-with-SHA256'
476,entrust.net,"Entrust, Inc.",395,RSA,2048,65537,b'sha256WithRSAEncryption'
477,debian.org,Let's Encrypt,89,RSA,2048,65537,b'sha256WithRSAEncryption'
478,imgsmail.ru,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
479,buzzfeed.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
480,deviantart.com,Amazon,393,RSA,2048,65537,b'sha256WithRSAEncryption'
481,inmobi.com,Sectigo Limited,365,RSA,2048,65537,b'sha256WithRSAEncryption'
482,disqus.com,Sectigo Limited,373,RSA,2048,65537,b'sha256WithRSAEncryption'
483,mysql.com,DigiCert Inc,94,RSA,2048,65537,b'sha256WithRSAEncryption'
485,consultant.ru,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
486,google.ca,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
487,icloud-content.com,Apple Inc.,90,RSA,2048,65537,b'sha256WithRSAEncryption'
488,pandora.com,DigiCert Inc,396,RSA,2048,65537,b'sha256WithRSAEncryption'
489,gosuslugi.ru,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
490,webmd.com,ZeroSSL,90,RSA,2048,65537,b'sha384WithRSAEncryption'
491,mediatek.com,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
493,rakuten.co.jp,DigiCert Inc,390,RSA,2048,65537,b'sha256WithRSAEncryption'
494,google.fr,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
495,line.me,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
496,digitalocean.com,"Cloudflare, Inc.",365,EC,256,none,b'ecdsa-with-SHA256'
498,amazon.co.jp,DigiCert Inc,251,RSA,2048,65537,b'sha256WithRSAEncryption'
499,duolingo.com,"GoDaddy.com, Inc.",397,RSA,2048,65537,b'sha256WithRSAEncryption'
500,telegram.me,"GoDaddy.com, Inc.",397,RSA,2048,65537,b'sha256WithRSAEncryption'
501,ivi.ru,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
503,ca.gov,Sectigo Limited,365,RSA,4096,65537,b'sha256WithRSAEncryption'
506,squarespace.com,DigiCert Inc,365,RSA,2048,65537,b'sha256WithRSAEncryption'
508,loc.gov,"Entrust, Inc.",397,RSA,2048,65537,b'sha256WithRSAEncryption'
509,mega.co.nz,Sectigo Limited,396,RSA,2048,65537,b'sha256WithRSAEncryption'
510,robinhood.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
511,shutterstock.com,Amazon,394,RSA,2048,65537,b'sha256WithRSAEncryption'
512,berkeley.edu,"Cloudflare, Inc.",364,EC,256,none,b'ecdsa-with-SHA256'
513,google.es,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
516,cbsnews.com,Sectigo Limited,386,RSA,2048,65537,b'sha256WithRSAEncryption'
517,google.co.jp,Google Trust Services LLC,83,EC,256,none,b'sha256WithRSAEncryption'
518,marriott.com,"Entrust, Inc.",325,RSA,2048,65537,b'sha256WithRSAEncryption'
520,tripadvisor.com,GlobalSign nv-sa,396,RSA,2048,65537,b'sha256WithRSAEncryption'
